Using cpu device
Wrapping the env in a DummyVecEnv.
Logging to D:\PycharmProjects\simple-dynamic-path-planning\runs\round3-predictive-seed3\logs\tensorboard\PPO_1
---------------------------------
| rollout/           |          |
| train/                  |              |
|    approx_kl            | 0.0061557572 |
|    clip_fraction        | 0.0469       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.82        |
|    explained_variance   | -4.77e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 2.71e+03     |
|    n_updates            | 410          |
|    policy_gradient_loss | -0.00535     |
|    std                  | 0.989        |
|    value_loss           | 5.93e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 111          |
|    ep_rew_mean          | 583          |
|    success_rate         | 0.56         |
| time/                   |              |
|    fps                  | 817          |
|    iterations           | 43           |
|    time_elapsed         | 107          |
|    total_timesteps      | 88064        |
| train/                  |              |
|    approx_kl            | 0.0044522653 |
|    clip_fraction        | 0.027        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.82        |
|    explained_variance   | 5.66e-06     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.11e+03     |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00366     |
|    std                  | 0.994        |
|    value_loss           | 5.46e+03     |
------------------------------------------
round3-predictive-seed3 validation 90000-430: 40/60, base=686.653, shaped=668.766
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 111          |
|    ep_rew_mean          | 564          |
|    success_rate         | 0.52         |
| time/                   |              |
|    fps                  | 794          |
|    iterations           | 44           |
|    time_elapsed         | 113          |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0037058126 |
|    clip_fraction        | 0.0146       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 3.78e-05     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.39e+03     |
|    n_updates            | 430          |
|    policy_gradient_loss | -0.00226     |
|    std                  | 0.995        |
|    value_loss           | 5.42e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 569         |
|    success_rate         | 0.53        |
| time/                   |             |
|    fps                  | 799         |
|    iterations           | 45          |
|    time_elapsed         | 115         |
|    total_timesteps      | 92160       |
| train/                  |             |
|    approx_kl            | 0.004014333 |
|    clip_fraction        | 0.0177      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | 0.000273    |
|    learning_rate        | 0.0001      |
|    loss                 | 2.56e+03    |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0034     |
|    std                  | 0.999       |
|    value_loss           | 5.46e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 602         |
|    success_rate         | 0.56        |
| time/                   |             |
|    fps                  | 805         |
|    iterations           | 46          |
|    time_elapsed         | 117         |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.002609101 |
|    clip_fraction        | 0.0156      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | -2.38e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 3.26e+03    |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.00226    |
|    std                  | 1           |
|    value_loss           | 6e+03       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 575         |
|    success_rate         | 0.52        |
| time/                   |             |
|    fps                  | 810         |
|    iterations           | 47          |
|    time_elapsed         | 118         |
|    total_timesteps      | 96256       |
| train/                  |             |
|    approx_kl            | 0.002627865 |
|    clip_fraction        | 0.0144      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | -2.74e-06   |
|    learning_rate        | 0.0001      |
|    loss                 | 2.23e+03    |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.00374    |
|    std                  | 1           |
|    value_loss           | 5.55e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | 607          |
|    success_rate         | 0.56         |
| time/                   |              |
|    fps                  | 815          |
|    iterations           | 48           |
|    time_elapsed         | 120          |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0035952344 |
|    clip_fraction        | 0.0193       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.84        |
|    explained_variance   | 0.000212     |
|    learning_rate        | 0.0001       |
|    loss                 | 1.95e+03     |
|    n_updates            | 470          |
|    policy_gradient_loss | -0.00276     |
|    std                  | 0.998        |
|    value_loss           | 5.15e+03     |
------------------------------------------
round3-predictive-seed3 validation 100000-480: 45/60, base=750.271, shaped=730.083
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 644         |
|    success_rate         | 0.6         |
| time/                   |             |
|    fps                  | 792         |
|    iterations           | 49          |
|    time_elapsed         | 126         |
|    total_timesteps      | 100352      |
| train/                  |             |
|    approx_kl            | 0.007921191 |
|    clip_fraction        | 0.0627      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | -5.96e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 3.04e+03    |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.00558    |
|    std                  | 0.997       |
|    value_loss           | 5.1e+03     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 122          |
|    ep_rew_mean          | 650          |
|    success_rate         | 0.62         |
| time/                   |              |
|    fps                  | 798          |
|    iterations           | 50           |
|    time_elapsed         | 128          |
|    total_timesteps      | 102400       |
| train/                  |              |
|    approx_kl            | 0.0049937363 |
|    clip_fraction        | 0.0366       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 0.000397     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.1e+03      |
|    n_updates            | 490          |
|    policy_gradient_loss | -0.0049      |
|    std                  | 0.995        |
|    value_loss           | 4.74e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 665         |
|    success_rate         | 0.63        |
| time/                   |             |
|    fps                  | 802         |
|    iterations           | 51          |
|    time_elapsed         | 130         |
|    total_timesteps      | 104448      |
| train/                  |             |
|    approx_kl            | 0.003657706 |
|    clip_fraction        | 0.0169      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | -4.77e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 2.27e+03    |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.00348    |
|    std                  | 0.994       |
|    value_loss           | 5.41e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 127          |
|    ep_rew_mean          | 689          |
|    success_rate         | 0.66         |
| time/                   |              |
|    fps                  | 807          |
|    iterations           | 52           |
|    time_elapsed         | 131          |
|    total_timesteps      | 106496       |
| train/                  |              |
|    approx_kl            | 0.0068337386 |
|    clip_fraction        | 0.0465       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | -9.54e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 2.3e+03      |
|    n_updates            | 510          |
|    policy_gradient_loss | -0.00299     |
|    std                  | 1            |
|    value_loss           | 5.43e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 128          |
|    ep_rew_mean          | 708          |
|    success_rate         | 0.68         |
| time/                   |              |
|    fps                  | 811          |
|    iterations           | 53           |
|    time_elapsed         | 133          |
|    total_timesteps      | 108544       |
| train/                  |              |
|    approx_kl            | 0.0047296765 |
|    clip_fraction        | 0.0293       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 1.27e-05     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.26e+03     |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.00393     |
|    std                  | 0.995        |
|    value_loss           | 5.04e+03     |
------------------------------------------
round3-predictive-seed3 validation 110000-530: 41/60, base=705.974, shaped=686.710
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 128          |
|    ep_rew_mean          | 720          |
|    success_rate         | 0.7          |
| time/                   |              |
|    fps                  | 793          |
|    iterations           | 54           |
|    time_elapsed         | 139          |
|    total_timesteps      | 110592       |
| train/                  |              |
|    approx_kl            | 0.0038599162 |
|    clip_fraction        | 0.0227       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | -9.54e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 2.47e+03     |
|    n_updates            | 530          |
|    policy_gradient_loss | -0.00292     |
|    std                  | 0.998        |
|    value_loss           | 5.49e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 689         |
|    success_rate         | 0.67        |
| time/                   |             |
|    fps                  | 798         |
|    iterations           | 55          |
|    time_elapsed         | 141         |
|    total_timesteps      | 112640      |
| train/                  |             |
|    approx_kl            | 0.004040192 |
|    clip_fraction        | 0.031       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | -4.77e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 2.2e+03     |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.00339    |
|    std                  | 0.996       |
|    value_loss           | 5e+03       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 122          |
|    ep_rew_mean          | 685          |
|    success_rate         | 0.67         |
| time/                   |              |
|    fps                  | 802          |
|    iterations           | 56           |
|    time_elapsed         | 142          |
|    total_timesteps      | 114688       |
| train/                  |              |
|    approx_kl            | 0.0028421925 |
|    clip_fraction        | 0.0114       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 1.1e-05      |
|    learning_rate        | 0.0001       |
|    loss                 | 3.65e+03     |
|    n_updates            | 550          |
|    policy_gradient_loss | -0.00241     |
|    std                  | 0.996        |
|    value_loss           | 5.41e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 122          |
|    ep_rew_mean          | 672          |
|    success_rate         | 0.64         |
| time/                   |              |
|    fps                  | 806          |
|    iterations           | 57           |
|    time_elapsed         | 144          |
|    total_timesteps      | 116736       |
| train/                  |              |
|    approx_kl            | 0.0040914277 |
|    clip_fraction        | 0.0294       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 3.1e+03      |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00488     |
|    std                  | 1            |
|    value_loss           | 5.63e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | 626          |
|    success_rate         | 0.59         |
| time/                   |              |
|    fps                  | 810          |
|    iterations           | 58           |
|    time_elapsed         | 146          |
|    total_timesteps      | 118784       |
| train/                  |              |
|    approx_kl            | 0.0044603627 |
|    clip_fraction        | 0.0259       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.84        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 2.57e+03     |
|    n_updates            | 570          |
|    policy_gradient_loss | -0.00225     |
|    std                  | 0.998        |
|    value_loss           | 5.38e+03     |
------------------------------------------
round3-predictive-seed3 validation 120000-580: 43/60, base=733.123, shaped=712.832
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 626         |
|    success_rate         | 0.59        |
| time/                   |             |
|    fps                  | 792         |
|    iterations           | 59          |
|    time_elapsed         | 152         |
|    total_timesteps      | 120832      |
| train/                  |             |
|    approx_kl            | 0.005841173 |
|    clip_fraction        | 0.0669      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | -3.58e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 2.67e+03    |
|    n_updates            | 580         |
|    policy_gradient_loss | -0.00707    |
|    std                  | 1           |
|    value_loss           | 5.95e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | 641          |
|    success_rate         | 0.6          |
| time/                   |              |
|    fps                  | 796          |
|    iterations           | 60           |
|    time_elapsed         | 154          |
|    total_timesteps      | 122880       |
| train/                  |              |
|    approx_kl            | 0.0055184746 |
|    clip_fraction        | 0.0385       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | 2.98e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.04e+03     |
|    n_updates            | 590          |
|    policy_gradient_loss | -0.00337     |
|    std                  | 1.01         |
|    value_loss           | 5.03e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | 662          |
|    success_rate         | 0.62         |
| time/                   |              |
|    fps                  | 800          |
|    iterations           | 61           |
|    time_elapsed         | 156          |
|    total_timesteps      | 124928       |
| train/                  |              |
|    approx_kl            | 0.0041423854 |
|    clip_fraction        | 0.0244       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | -4.77e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 2.37e+03     |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.00343     |
|    std                  | 1.01         |
|    value_loss           | 4.94e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 667         |
|    success_rate         | 0.63        |
| time/                   |             |
|    fps                  | 804         |
|    iterations           | 62          |
|    time_elapsed         | 157         |
|    total_timesteps      | 126976      |
| train/                  |             |
|    approx_kl            | 0.005601915 |
|    clip_fraction        | 0.0449      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.85       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 2.04e+03    |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.00497    |
|    std                  | 1.01        |
|    value_loss           | 4.57e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 122          |
|    ep_rew_mean          | 686          |
|    success_rate         | 0.67         |
| time/                   |              |
|    fps                  | 808          |
|    iterations           | 63           |
|    time_elapsed         | 159          |
|    total_timesteps      | 129024       |
| train/                  |              |
|    approx_kl            | 0.0069971513 |
|    clip_fraction        | 0.0529       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 2.44e+03     |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.00474     |
|    std                  | 1            |
|    value_loss           | 4.83e+03     |
------------------------------------------
round3-predictive-seed3 validation 130000-630: 42/60, base=734.700, shaped=714.263
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 129          |
|    ep_rew_mean          | 756          |
|    success_rate         | 0.75         |
| time/                   |              |
|    fps                  | 791          |
|    iterations           | 64           |
|    time_elapsed         | 165          |
|    total_timesteps      | 131072       |
| train/                  |              |
|    approx_kl            | 0.0032023326 |
|    clip_fraction        | 0.00913      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | 5.48e-06     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.88e+03     |
|    n_updates            | 630          |
|    policy_gradient_loss | -0.00359     |
|    std                  | 1.01         |
|    value_loss           | 5.07e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 130          |
|    ep_rew_mean          | 769          |
|    success_rate         | 0.76         |
| time/                   |              |
|    fps                  | 795          |
|    iterations           | 65           |
|    time_elapsed         | 167          |
|    total_timesteps      | 133120       |
| train/                  |              |
|    approx_kl            | 0.0057579097 |
|    clip_fraction        | 0.0525       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | -4.77e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 2.04e+03     |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.0044      |
|    std                  | 1.01         |
|    value_loss           | 4.5e+03      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 128        |
|    ep_rew_mean          | 754        |
|    success_rate         | 0.74       |
| time/                   |            |
|    fps                  | 798        |
|    iterations           | 66         |
|    time_elapsed         | 169        |
|    total_timesteps      | 135168     |
| train/                  |            |
|    approx_kl            | 0.00451478 |
|    clip_fraction        | 0.0219     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.85      |
|    explained_variance   | -2.38e-07  |
|    learning_rate        | 0.0001     |
|    loss                 | 2.75e+03   |
|    n_updates            | 650        |
|    policy_gradient_loss | -0.00352   |
|    std                  | 1          |
|    value_loss           | 4.87e+03   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | 749         |
|    success_rate         | 0.74        |
| time/                   |             |
|    fps                  | 802         |
|    iterations           | 67          |
|    time_elapsed         | 170         |
|    total_timesteps      | 137216      |
| train/                  |             |
|    approx_kl            | 0.005437798 |
|    clip_fraction        | 0.0388      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 3.1e+03     |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.0038     |
|    std                  | 0.999       |
|    value_loss           | 5.09e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 739         |
|    success_rate         | 0.73        |
| time/                   |             |
|    fps                  | 806         |
|    iterations           | 68          |
|    time_elapsed         | 172         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.004840729 |
|    clip_fraction        | 0.0252      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 2.98e+03    |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.0041     |
|    std                  | 1           |
|    value_loss           | 5.14e+03    |
-----------------------------------------
round3-predictive-seed3 validation 140000-680: 37/60, base=673.169, shaped=651.472
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | 721          |
|    success_rate         | 0.71         |
| time/                   |              |
|    fps                  | 791          |
|    iterations           | 69           |
|    time_elapsed         | 178          |
|    total_timesteps      | 141312       |
| train/                  |              |
|    approx_kl            | 0.0061418153 |
|    clip_fraction        | 0.0422       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 1.82e+03     |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00533     |
|    std                  | 0.994        |
|    value_loss           | 5.3e+03      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 689         |
|    success_rate         | 0.67        |
| time/                   |             |
|    fps                  | 795         |
|    iterations           | 70          |
|    time_elapsed         | 180         |
|    total_timesteps      | 143360      |
| train/                  |             |
|    approx_kl            | 0.006235364 |
|    clip_fraction        | 0.0563      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 2.34e+03    |
|    n_updates            | 690         |
|    policy_gradient_loss | -0.00542    |
|    std                  | 0.997       |
|    value_loss           | 5.51e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 672         |
|    success_rate         | 0.65        |
| time/                   |             |
|    fps                  | 798         |
|    iterations           | 71          |
|    time_elapsed         | 182         |
|    total_timesteps      | 145408      |
| train/                  |             |
|    approx_kl            | 0.006396477 |
|    clip_fraction        | 0.0491      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0001      |
|    loss                 | 2.55e+03    |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.00754    |
|    std                  | 1           |
|    value_loss           | 4.78e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | 674         |
|    success_rate         | 0.66        |
| time/                   |             |
|    fps                  | 801         |
|    iterations           | 72          |
|    time_elapsed         | 183         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.005451772 |
|    clip_fraction        | 0.0356      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 3.8e+03     |
|    n_updates            | 710         |
|    policy_gradient_loss | -0.00524    |
|    std                  | 1           |
|    value_loss           | 5.25e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 117          |
|    ep_rew_mean          | 696          |
|    success_rate         | 0.69         |
| time/                   |              |
|    fps                  | 805          |
|    iterations           | 73           |
|    time_elapsed         | 185          |
|    total_timesteps      | 149504       |
| train/                  |              |
|    approx_kl            | 0.0034035528 |
|    clip_fraction        | 0.0238       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.84        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.26e+03     |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.00372     |
|    std                  | 0.998        |
|    value_loss           | 4.97e+03     |
------------------------------------------
round3-predictive-seed3 validation 150000-730: 39/60, base=701.674, shaped=681.111
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | 727         |
|    success_rate         | 0.72        |
| time/                   |             |
|    fps                  | 791         |
|    iterations           | 74          |
|    time_elapsed         | 191         |
|    total_timesteps      | 151552      |
| train/                  |             |
|    approx_kl            | 0.007027954 |
|    clip_fraction        | 0.0617      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | 4.77e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 1.9e+03     |
|    n_updates            | 730         |
|    policy_gradient_loss | -0.00707    |
|    std                  | 0.996       |
|    value_loss           | 4.07e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 746         |
|    success_rate         | 0.74        |
| time/                   |             |
|    fps                  | 794         |
|    iterations           | 75          |
|    time_elapsed         | 193         |
|    total_timesteps      | 153600      |
| train/                  |             |
|    approx_kl            | 0.005164845 |
|    clip_fraction        | 0.0691      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 1.84e+03    |
|    n_updates            | 740         |
|    policy_gradient_loss | -0.00498    |
|    std                  | 0.996       |
|    value_loss           | 4.64e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 756         |
|    success_rate         | 0.75        |
| time/                   |             |
|    fps                  | 797         |
|    iterations           | 76          |
|    time_elapsed         | 195         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.005108006 |
|    clip_fraction        | 0.0398      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 2.16e+03    |
|    n_updates            | 750         |
|    policy_gradient_loss | -0.00326    |
|    std                  | 1           |
|    value_loss           | 4.31e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 126          |
|    ep_rew_mean          | 772          |
|    success_rate         | 0.77         |
| time/                   |              |
|    fps                  | 800          |
|    iterations           | 77           |
|    time_elapsed         | 196          |
|    total_timesteps      | 157696       |
| train/                  |              |
|    approx_kl            | 0.0049950364 |
|    clip_fraction        | 0.0406       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 2.52e+03     |
|    n_updates            | 760          |
|    policy_gradient_loss | -0.00374     |
|    std                  | 0.995        |
|    value_loss           | 4.5e+03      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 129          |
|    ep_rew_mean          | 783          |
|    success_rate         | 0.77         |
| time/                   |              |
|    fps                  | 803          |
|    iterations           | 78           |
|    time_elapsed         | 198          |
|    total_timesteps      | 159744       |
| train/                  |              |
|    approx_kl            | 0.0061124843 |
|    clip_fraction        | 0.0446       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.83        |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 1.47e+03     |
|    n_updates            | 770          |
|    policy_gradient_loss | -0.00551     |
|    std                  | 1            |
|    value_loss           | 4.29e+03     |
------------------------------------------
round3-predictive-seed3 validation 160000-780: 41/60, base=722.299, shaped=700.087
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 130         |
|    ep_rew_mean          | 794         |
|    success_rate         | 0.78        |
| time/                   |             |
|    fps                  | 790         |
|    iterations           | 79          |
|    time_elapsed         | 204         |
|    total_timesteps      | 161792      |
| train/                  |             |
|    approx_kl            | 0.003814931 |
|    clip_fraction        | 0.0194      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | 3.58e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 1.77e+03    |
|    n_updates            | 780         |
|    policy_gradient_loss | -0.00473    |
|    std                  | 0.99        |
|    value_loss           | 4.26e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 129          |
|    ep_rew_mean          | 782          |
|    success_rate         | 0.76         |
| time/                   |              |
|    fps                  | 793          |
|    iterations           | 80           |
|    time_elapsed         | 206          |
|    total_timesteps      | 163840       |
| train/                  |              |
|    approx_kl            | 0.0032492206 |
|    clip_fraction        | 0.025        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.82        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 1.8e+03      |
|    n_updates            | 790          |
|    policy_gradient_loss | -0.0031      |
|    std                  | 0.996        |
|    value_loss           | 3.8e+03      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | 766         |
|    success_rate         | 0.74        |
| time/                   |             |
|    fps                  | 796         |
|    iterations           | 81          |
|    time_elapsed         | 208         |
|    total_timesteps      | 165888      |
| train/                  |             |
|    approx_kl            | 0.004818389 |
|    clip_fraction        | 0.0225      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0001      |
|    loss                 | 2.17e+03    |
|    n_updates            | 800         |
|    policy_gradient_loss | -0.00366    |
|    std                  | 0.993       |
|    value_loss           | 4.47e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | 768         |
|    success_rate         | 0.73        |
| time/                   |             |
|    fps                  | 799         |
|    iterations           | 82          |
|    time_elapsed         | 210         |
|    total_timesteps      | 167936      |
| train/                  |             |
|    approx_kl            | 0.004248062 |
|    clip_fraction        | 0.0249      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.82       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0001      |
|    loss                 | 3.48e+03    |
|    n_updates            | 810         |
|    policy_gradient_loss | -0.00334    |
|    std                  | 0.988       |
|    value_loss           | 4.88e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | 764         |
|    success_rate         | 0.71        |
| time/                   |             |
|    fps                  | 801         |
|    iterations           | 83          |
