Using cpu device
Wrapping the env in a DummyVecEnv.
Logging to D:\PycharmProjects\simple-dynamic-path-planning\runs\round3-instant-seed2\logs\tensorboard\PPO_1
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.0239      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.88       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0001      |
|    loss                 | 2.59e+03    |
|    n_updates            | 410         |
|    policy_gradient_loss | -0.00284    |
|    std                  | 1.02        |
|    value_loss           | 5.76e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 122         |
|    ep_rew_mean          | 669         |
|    success_rate         | 0.58        |
| time/                   |             |
|    fps                  | 815         |
|    iterations           | 43          |
|    time_elapsed         | 108         |
|    total_timesteps      | 88064       |
| train/                  |             |
|    approx_kl            | 0.004258181 |
|    clip_fraction        | 0.0256      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.88       |
|    explained_variance   | 8.34e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 2.58e+03    |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.00376    |
|    std                  | 1.02        |
|    value_loss           | 5.52e+03    |
-----------------------------------------
round3-instant-seed2 validation 90000-430: 38/60, base=659.251, shaped=655.917
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 617         |
|    success_rate         | 0.52        |
| time/                   |             |
|    fps                  | 792         |
|    iterations           | 44          |
|    time_elapsed         | 113         |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.005294568 |
|    clip_fraction        | 0.0204      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.88       |
|    explained_variance   | 4.77e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 2.72e+03    |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.00366    |
|    std                  | 1.02        |
|    value_loss           | 5.79e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | 629         |
|    success_rate         | 0.55        |
| time/                   |             |
|    fps                  | 798         |
|    iterations           | 45          |
|    time_elapsed         | 115         |
|    total_timesteps      | 92160       |
| train/                  |             |
|    approx_kl            | 0.003761773 |
|    clip_fraction        | 0.0183      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.87       |
|    explained_variance   | 2.03e-06    |
|    learning_rate        | 0.0001      |
|    loss                 | 2.58e+03    |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0027     |
|    std                  | 1.01        |
|    value_loss           | 6.11e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | 617          |
|    success_rate         | 0.54         |
| time/                   |              |
|    fps                  | 803          |
|    iterations           | 46           |
|    time_elapsed         | 117          |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0046182643 |
|    clip_fraction        | 0.0345       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.86        |
|    explained_variance   | 4.77e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 3.16e+03     |
|    n_updates            | 450          |
|    policy_gradient_loss | -0.00397     |
|    std                  | 1.01         |
|    value_loss           | 5.84e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 117          |
|    ep_rew_mean          | 643          |
|    success_rate         | 0.58         |
| time/                   |              |
|    fps                  | 808          |
|    iterations           | 47           |
|    time_elapsed         | 119          |
|    total_timesteps      | 96256        |
| train/                  |              |
|    approx_kl            | 0.0022880738 |
|    clip_fraction        | 0.00459      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.86        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.82e+03     |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.00133     |
|    std                  | 1.01         |
|    value_loss           | 5.35e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | 612          |
|    success_rate         | 0.54         |
| time/                   |              |
|    fps                  | 813          |
|    iterations           | 48           |
|    time_elapsed         | 120          |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0041121347 |
|    clip_fraction        | 0.0239       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | 1.19e-06     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.72e+03     |
|    n_updates            | 470          |
|    policy_gradient_loss | -0.00193     |
|    std                  | 1.01         |
|    value_loss           | 5.48e+03     |
------------------------------------------
round3-instant-seed2 validation 100000-480: 43/60, base=736.457, shaped=732.650
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 111          |
|    ep_rew_mean          | 589          |
|    success_rate         | 0.52         |
| time/                   |              |
|    fps                  | 791          |
|    iterations           | 49           |
|    time_elapsed         | 126          |
|    total_timesteps      | 100352       |
| train/                  |              |
|    approx_kl            | 0.0042808256 |
|    clip_fraction        | 0.0261       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | 5.95e-05     |
|    learning_rate        | 0.0001       |
|    loss                 | 3.32e+03     |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00324     |
|    std                  | 1.01         |
|    value_loss           | 5.47e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | 627          |
|    success_rate         | 0.56         |
| time/                   |              |
|    fps                  | 796          |
|    iterations           | 50           |
|    time_elapsed         | 128          |
|    total_timesteps      | 102400       |
| train/                  |              |
|    approx_kl            | 0.0036364621 |
|    clip_fraction        | 0.0153       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | 1.97e-06     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.72e+03     |
|    n_updates            | 490          |
|    policy_gradient_loss | -0.00294     |
|    std                  | 1.01         |
|    value_loss           | 5.59e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 122          |
|    ep_rew_mean          | 677          |
|    success_rate         | 0.62         |
| time/                   |              |
|    fps                  | 800          |
|    iterations           | 51           |
|    time_elapsed         | 130          |
|    total_timesteps      | 104448       |
| train/                  |              |
|    approx_kl            | 0.0050864834 |
|    clip_fraction        | 0.0419       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.86        |
|    explained_variance   | 2.03e-06     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.72e+03     |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.00579     |
|    std                  | 1.02         |
|    value_loss           | 5.22e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 123         |
|    ep_rew_mean          | 691         |
|    success_rate         | 0.64        |
| time/                   |             |
|    fps                  | 804         |
|    iterations           | 52          |
|    time_elapsed         | 132         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.004108518 |
|    clip_fraction        | 0.0453      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.87       |
|    explained_variance   | 1.43e-06    |
|    learning_rate        | 0.0001      |
|    loss                 | 2.21e+03    |
|    n_updates            | 510         |
|    policy_gradient_loss | -0.00484    |
|    std                  | 1.02        |
|    value_loss           | 5e+03       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | 664          |
|    success_rate         | 0.6          |
| time/                   |              |
|    fps                  | 808          |
|    iterations           | 53           |
|    time_elapsed         | 134          |
|    total_timesteps      | 108544       |
| train/                  |              |
|    approx_kl            | 0.0079422295 |
|    clip_fraction        | 0.0689       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.86        |
|    explained_variance   | 1.25e-06     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.08e+03     |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.00678     |
|    std                  | 1.01         |
|    value_loss           | 5.22e+03     |
------------------------------------------
round3-instant-seed2 validation 110000-530: 41/60, base=707.827, shaped=704.096
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | 715         |
|    success_rate         | 0.66        |
| time/                   |             |
|    fps                  | 791         |
|    iterations           | 54          |
|    time_elapsed         | 139         |
|    total_timesteps      | 110592      |
| train/                  |             |
|    approx_kl            | 0.005995148 |
|    clip_fraction        | 0.0533      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.86       |
|    explained_variance   | 5.96e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 2.47e+03    |
|    n_updates            | 530         |
|    policy_gradient_loss | -0.00509    |
|    std                  | 1.01        |
|    value_loss           | 5.37e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | 749         |
|    success_rate         | 0.7         |
| time/                   |             |
|    fps                  | 794         |
|    iterations           | 55          |
|    time_elapsed         | 141         |
|    total_timesteps      | 112640      |
| train/                  |             |
|    approx_kl            | 0.004739401 |
|    clip_fraction        | 0.0253      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.85       |
|    explained_variance   | 5.96e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 2.33e+03    |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.00284    |
|    std                  | 1.01        |
|    value_loss           | 5.08e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 125          |
|    ep_rew_mean          | 715          |
|    success_rate         | 0.65         |
| time/                   |              |
|    fps                  | 798          |
|    iterations           | 56           |
|    time_elapsed         | 143          |
|    total_timesteps      | 114688       |
| train/                  |              |
|    approx_kl            | 0.0016594334 |
|    clip_fraction        | 0.0041       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.85        |
|    explained_variance   | 7.15e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.04e+03     |
|    n_updates            | 550          |
|    policy_gradient_loss | -0.0022      |
|    std                  | 1.01         |
|    value_loss           | 5.08e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 119          |
|    ep_rew_mean          | 672          |
|    success_rate         | 0.6          |
| time/                   |              |
|    fps                  | 802          |
|    iterations           | 57           |
|    time_elapsed         | 145          |
|    total_timesteps      | 116736       |
| train/                  |              |
|    approx_kl            | 0.0036264197 |
|    clip_fraction        | 0.021        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.86        |
|    explained_variance   | 4.77e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 3.71e+03     |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.003       |
|    std                  | 1.02         |
|    value_loss           | 5.75e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 665         |
|    success_rate         | 0.59        |
| time/                   |             |
|    fps                  | 805         |
|    iterations           | 58          |
|    time_elapsed         | 147         |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.005751608 |
|    clip_fraction        | 0.05        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.87       |
|    explained_variance   | 7.15e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 1.97e+03    |
|    n_updates            | 570         |
|    policy_gradient_loss | -0.0032     |
|    std                  | 1.02        |
|    value_loss           | 5.43e+03    |
-----------------------------------------
round3-instant-seed2 validation 120000-580: 33/60, base=634.513, shaped=630.648
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 122          |
|    ep_rew_mean          | 694          |
|    success_rate         | 0.63         |
| time/                   |              |
|    fps                  | 789          |
|    iterations           | 59           |
|    time_elapsed         | 152          |
|    total_timesteps      | 120832       |
| train/                  |              |
|    approx_kl            | 0.0057565533 |
|    clip_fraction        | 0.0463       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.87        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 2.42e+03     |
|    n_updates            | 580          |
|    policy_gradient_loss | -0.00324     |
|    std                  | 1.02         |
|    value_loss           | 5.03e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | 651         |
|    success_rate         | 0.59        |
| time/                   |             |
|    fps                  | 794         |
|    iterations           | 60          |
|    time_elapsed         | 154         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.006208305 |
|    clip_fraction        | 0.0685      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.87       |
|    explained_variance   | 3.7e-06     |
|    learning_rate        | 0.0001      |
|    loss                 | 2.12e+03    |
|    n_updates            | 590         |
|    policy_gradient_loss | -0.00654    |
|    std                  | 1.02        |
|    value_loss           | 4.64e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | 644         |
|    success_rate         | 0.59        |
| time/                   |             |
|    fps                  | 798         |
|    iterations           | 61          |
|    time_elapsed         | 156         |
|    total_timesteps      | 124928      |
| train/                  |             |
|    approx_kl            | 0.005297967 |
|    clip_fraction        | 0.0489      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.87       |
|    explained_variance   | 4.17e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 3.85e+03    |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.00512    |
|    std                  | 1.02        |
|    value_loss           | 5.08e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | 638          |
|    success_rate         | 0.58         |
| time/                   |              |
|    fps                  | 801          |
|    iterations           | 62           |
|    time_elapsed         | 158          |
|    total_timesteps      | 126976       |
| train/                  |              |
|    approx_kl            | 0.0045476537 |
|    clip_fraction        | 0.025        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.88        |
|    explained_variance   | 8.94e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.6e+03      |
|    n_updates            | 610          |
|    policy_gradient_loss | -0.00267     |
|    std                  | 1.02         |
|    value_loss           | 5.22e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | 666         |
|    success_rate         | 0.61        |
| time/                   |             |
|    fps                  | 805         |
|    iterations           | 63          |
|    time_elapsed         | 160         |
|    total_timesteps      | 129024      |
| train/                  |             |
|    approx_kl            | 0.006221888 |
|    clip_fraction        | 0.0525      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.89       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 3.34e+03    |
|    n_updates            | 620         |
|    policy_gradient_loss | -0.00446    |
|    std                  | 1.03        |
|    value_loss           | 5.25e+03    |
-----------------------------------------
round3-instant-seed2 validation 130000-630: 42/60, base=721.937, shaped=718.081
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | 672          |
|    success_rate         | 0.62         |
| time/                   |              |
|    fps                  | 790          |
|    iterations           | 64           |
|    time_elapsed         | 165          |
|    total_timesteps      | 131072       |
| train/                  |              |
|    approx_kl            | 0.0041248095 |
|    clip_fraction        | 0.0177       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.9         |
|    explained_variance   | 4.17e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.09e+03     |
|    n_updates            | 630          |
|    policy_gradient_loss | -0.00237     |
|    std                  | 1.04         |
|    value_loss           | 4.79e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | 633          |
|    success_rate         | 0.56         |
| time/                   |              |
|    fps                  | 794          |
|    iterations           | 65           |
|    time_elapsed         | 167          |
|    total_timesteps      | 133120       |
| train/                  |              |
|    approx_kl            | 0.0041256202 |
|    clip_fraction        | 0.0145       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.9         |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 3.24e+03     |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00286     |
|    std                  | 1.03         |
|    value_loss           | 5e+03        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | 670         |
|    success_rate         | 0.6         |
| time/                   |             |
|    fps                  | 797         |
|    iterations           | 66          |
|    time_elapsed         | 169         |
|    total_timesteps      | 135168      |
| train/                  |             |
|    approx_kl            | 0.005224863 |
|    clip_fraction        | 0.0263      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.9        |
|    explained_variance   | 0           |
|    learning_rate        | 0.0001      |
|    loss                 | 2.55e+03    |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.00458    |
|    std                  | 1.03        |
|    value_loss           | 5.23e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 716         |
|    success_rate         | 0.65        |
| time/                   |             |
|    fps                  | 800         |
|    iterations           | 67          |
|    time_elapsed         | 171         |
|    total_timesteps      | 137216      |
| train/                  |             |
|    approx_kl            | 0.005964175 |
|    clip_fraction        | 0.0475      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.9        |
|    explained_variance   | 1.01e-06    |
|    learning_rate        | 0.0001      |
|    loss                 | 1.97e+03    |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.00443    |
|    std                  | 1.03        |
|    value_loss           | 4.07e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 128          |
|    ep_rew_mean          | 763          |
|    success_rate         | 0.71         |
| time/                   |              |
|    fps                  | 803          |
|    iterations           | 68           |
|    time_elapsed         | 173          |
|    total_timesteps      | 139264       |
| train/                  |              |
|    approx_kl            | 0.0049923304 |
|    clip_fraction        | 0.025        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.9         |
|    explained_variance   | 8.34e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.1e+03      |
|    n_updates            | 670          |
|    policy_gradient_loss | -0.00231     |
|    std                  | 1.03         |
|    value_loss           | 4.19e+03     |
------------------------------------------
round3-instant-seed2 validation 140000-680: 43/60, base=726.293, shaped=722.459
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | 778         |
|    success_rate         | 0.73        |
| time/                   |             |
|    fps                  | 789         |
|    iterations           | 69          |
|    time_elapsed         | 178         |
|    total_timesteps      | 141312      |
| train/                  |             |
|    approx_kl            | 0.005433251 |
|    clip_fraction        | 0.0453      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.9        |
|    explained_variance   | 5.36e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 2.84e+03    |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.00551    |
|    std                  | 1.03        |
|    value_loss           | 4.54e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 131          |
|    ep_rew_mean          | 791          |
|    success_rate         | 0.74         |
| time/                   |              |
|    fps                  | 793          |
|    iterations           | 70           |
|    time_elapsed         | 180          |
|    total_timesteps      | 143360       |
| train/                  |              |
|    approx_kl            | 0.0051454273 |
|    clip_fraction        | 0.0454       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.91        |
|    explained_variance   | 2.98e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 1.93e+03     |
|    n_updates            | 690          |
|    policy_gradient_loss | -0.00253     |
|    std                  | 1.04         |
|    value_loss           | 4.57e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 129          |
|    ep_rew_mean          | 788          |
|    success_rate         | 0.75         |
| time/                   |              |
|    fps                  | 796          |
|    iterations           | 71           |
|    time_elapsed         | 182          |
|    total_timesteps      | 145408       |
| train/                  |              |
|    approx_kl            | 0.0056714523 |
|    clip_fraction        | 0.053        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.91        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 1.76e+03     |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.00429     |
|    std                  | 1.04         |
|    value_loss           | 4.59e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 129          |
|    ep_rew_mean          | 794          |
|    success_rate         | 0.76         |
| time/                   |              |
|    fps                  | 799          |
|    iterations           | 72           |
|    time_elapsed         | 184          |
|    total_timesteps      | 147456       |
| train/                  |              |
|    approx_kl            | 0.0033065272 |
|    clip_fraction        | 0.0142       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.92        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 2.36e+03     |
|    n_updates            | 710          |
|    policy_gradient_loss | -0.00323     |
|    std                  | 1.04         |
|    value_loss           | 5.22e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 124          |
|    ep_rew_mean          | 742          |
|    success_rate         | 0.68         |
| time/                   |              |
|    fps                  | 802          |
|    iterations           | 73           |
|    time_elapsed         | 186          |
|    total_timesteps      | 149504       |
| train/                  |              |
|    approx_kl            | 0.0021396487 |
|    clip_fraction        | 0.00459      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 3.38e+03     |
|    n_updates            | 720          |
|    policy_gradient_loss | -0.00146     |
|    std                  | 1.05         |
|    value_loss           | 4.84e+03     |
------------------------------------------
round3-instant-seed2 validation 150000-730: 44/60, base=725.376, shaped=722.041
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 119          |
|    ep_rew_mean          | 708          |
|    success_rate         | 0.65         |
| time/                   |              |
|    fps                  | 789          |
|    iterations           | 74           |
|    time_elapsed         | 191          |
|    total_timesteps      | 151552       |
| train/                  |              |
|    approx_kl            | 0.0025728843 |
|    clip_fraction        | 0.00742      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0001       |
|    loss                 | 2.68e+03     |
|    n_updates            | 730          |
|    policy_gradient_loss | -0.00273     |
|    std                  | 1.05         |
|    value_loss           | 5.11e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | 717         |
|    success_rate         | 0.67        |
| time/                   |             |
|    fps                  | 792         |
|    iterations           | 75          |
|    time_elapsed         | 193         |
|    total_timesteps      | 153600      |
| train/                  |             |
|    approx_kl            | 0.006957565 |
|    clip_fraction        | 0.0458      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.93       |
|    explained_variance   | 2.38e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 1.94e+03    |
|    n_updates            | 740         |
|    policy_gradient_loss | -0.00439    |
|    std                  | 1.05        |
|    value_loss           | 5.02e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 117          |
|    ep_rew_mean          | 702          |
|    success_rate         | 0.66         |
| time/                   |              |
|    fps                  | 795          |
|    iterations           | 76           |
|    time_elapsed         | 195          |
|    total_timesteps      | 155648       |
| train/                  |              |
|    approx_kl            | 0.0028307359 |
|    clip_fraction        | 0.0151       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | 2.98e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.01e+03     |
|    n_updates            | 750          |
|    policy_gradient_loss | -0.0022      |
|    std                  | 1.05         |
|    value_loss           | 4.05e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 119          |
|    ep_rew_mean          | 726          |
|    success_rate         | 0.69         |
| time/                   |              |
|    fps                  | 797          |
|    iterations           | 77           |
|    time_elapsed         | 197          |
|    total_timesteps      | 157696       |
| train/                  |              |
|    approx_kl            | 0.0051276092 |
|    clip_fraction        | 0.025        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0001       |
|    loss                 | 2.35e+03     |
|    n_updates            | 760          |
|    policy_gradient_loss | -0.00396     |
|    std                  | 1.05         |
|    value_loss           | 4.84e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | 725          |
|    success_rate         | 0.68         |
| time/                   |              |
|    fps                  | 800          |
|    iterations           | 78           |
|    time_elapsed         | 199          |
|    total_timesteps      | 159744       |
| train/                  |              |
|    approx_kl            | 0.0040386436 |
|    clip_fraction        | 0.0316       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.93        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0001       |
|    loss                 | 2.6e+03      |
|    n_updates            | 770          |
|    policy_gradient_loss | -0.00401     |
|    std                  | 1.05         |
|    value_loss           | 4.39e+03     |
------------------------------------------
round3-instant-seed2 validation 160000-780: 44/60, base=730.680, shaped=727.176
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 121          |
|    ep_rew_mean          | 741          |
|    success_rate         | 0.71         |
| time/                   |              |
|    fps                  | 788          |
|    iterations           | 79           |
|    time_elapsed         | 205          |
|    total_timesteps      | 161792       |
| train/                  |              |
|    approx_kl            | 0.0032903247 |
|    clip_fraction        | 0.0325       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.94        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 2e+03        |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.00247     |
|    std                  | 1.05         |
|    value_loss           | 4.57e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 123          |
|    ep_rew_mean          | 758          |
|    success_rate         | 0.73         |
| time/                   |              |
|    fps                  | 791          |
|    iterations           | 80           |
|    time_elapsed         | 206          |
|    total_timesteps      | 163840       |
| train/                  |              |
|    approx_kl            | 0.0019809352 |
|    clip_fraction        | 0.00815      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.95        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 3.24e+03     |
|    n_updates            | 790          |
|    policy_gradient_loss | -0.000704    |
|    std                  | 1.06         |
|    value_loss           | 4.88e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 124          |
|    ep_rew_mean          | 771          |
|    success_rate         | 0.75         |
| time/                   |              |
|    fps                  | 794          |
|    iterations           | 81           |
|    time_elapsed         | 208          |
|    total_timesteps      | 165888       |
| train/                  |              |
|    approx_kl            | 0.0039534443 |
|    clip_fraction        | 0.0309       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.95        |
|    explained_variance   | 5.36e-07     |
|    learning_rate        | 0.0001       |
|    loss                 | 1.66e+03     |
|    n_updates            | 800          |
|    policy_gradient_loss | -0.00365     |
|    std                  | 1.06         |
|    value_loss           | 3.78e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 768         |
|    success_rate         | 0.74        |
| time/                   |             |
|    fps                  | 797         |
|    iterations           | 82          |
|    time_elapsed         | 210         |
|    total_timesteps      | 167936      |
| train/                  |             |
|    approx_kl            | 0.006528063 |
|    clip_fraction        | 0.0585      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.95       |
|    explained_variance   | 6.56e-07    |
|    learning_rate        | 0.0001      |
|    loss                 | 1.95e+03    |
|    n_updates            | 810         |
|    policy_gradient_loss | -0.00607    |
|    std                  | 1.06        |
|    value_loss           | 3.7e+03     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 123          |
|    ep_rew_mean          | 761          |
|    success_rate         | 0.74         |
| time/                   |              |
|    fps                  | 800          |
|    iterations           | 83           |
|    time_elapsed         | 212          |
|    total_timesteps      | 169984       |
